tid,season,rooftype,game_played,plays,fumbles_lost,season_year,plays_per_fumble,bin
ARI,2002,INDOOR,1,59,2,1/1/02,29.5,20
ARI,2002,OUTDOOR,15,944,24,1/1/02,39.33333333,30
ARI,2003,INDOOR,2,104,6,1/1/03,17.33333333,10
ARI,2003,OUTDOOR,14,877,23,1/1/03,38.13043478,30
ARI,2004,INDOOR,3,185,4,1/1/04,46.25,40
ARI,2004,OUTDOOR,13,862,30,1/1/04,28.73333333,20
ARI,2005,INDOOR,3,203,6,1/1/05,33.83333333,30
ARI,2005,OUTDOOR,12,815,17,1/1/05,47.94117647,40
ARI,2005,RETRACTABLE,1,57,3,1/1/05,19,10
ARI,2006,INDOOR,3,177,8,1/1/06,22.125,20
ARI,2006,OUTDOOR,5,306,11,1/1/06,27.81818182,20
ARI,2006,RETRACTABLE,8,516,12,1/1/06,43,40
ARI,2007,INDOOR,2,127,5,1/1/07,25.4,20
ARI,2007,OUTDOOR,6,359,6,1/1/07,59.83333333,50
ARI,2007,RETRACTABLE,8,530,16,1/1/07,33.125,30
ARI,2008,INDOOR,1,68,1,1/1/08,68,60
ARI,2008,OUTDOOR,7,441,17,1/1/08,25.94117647,20
ARI,2008,RETRACTABLE,8,489,9,1/1/08,54.33333333,50
ARI,2009,INDOOR,2,130,4,1/1/09,32.5,30
ARI,2009,OUTDOOR,6,359,17,1/1/09,21.11764706,20
ARI,2009,RETRACTABLE,8,496,11,1/1/09,45.09090909,40
ARI,2010,INDOOR,3,166,9,1/1/10,18.44444444,10
ARI,2010,OUTDOOR,5,308,9,1/1/10,34.22222222,30
ARI,2010,RETRACTABLE,8,457,15,1/1/10,30.46666667,30
ARI,2011,INDOOR,2,140,4,1/1/11,35,30
ARI,2011,OUTDOOR,6,363,10,1/1/11,36.3,30
ARI,2011,RETRACTABLE,8,490,9,1/1/11,54.44444444,50
ARI,2012,INDOOR,3,201,4,1/1/12,50.25,50
ARI,2012,OUTDOOR,5,292,11,1/1/12,26.54545455,20
ARI,2012,RETRACTABLE,8,525,10,1/1/12,52.5,50
ARI,2013,INDOOR,2,125,5,1/1/13,25,20
ARI,2013,OUTDOOR,6,397,9,1/1/13,44.11111111,40
ARI,2013,RETRACTABLE,8,515,8,1/1/13,64.375,60
ARI,2014,INDOOR,2,114,2,1/1/14,57,50
ARI,2014,OUTDOOR,5,302,4,1/1/14,75.5,70
ARI,2014,RETRACTABLE,9,577,10,1/1/14,57.7,50
ATL,2002,INDOOR,10,660,13,1/1/02,50.76923077,50
ATL,2002,OUTDOOR,6,378,11,1/1/02,34.36363636,30
ATL,2003,INDOOR,11,637,16,1/1/03,39.8125,30
ATL,2003,OUTDOOR,4,229,5,1/1/03,45.8,40
ATL,2003,RETRACTABLE,1,64,1,1/1/03,64,60
ATL,2004,INDOOR,9,556,16,1/1/04,34.75,30
ATL,2004,OUTDOOR,7,413,10,1/1/04,41.3,40
ATL,2005,INDOOR,10,638,19,1/1/05,33.57894737,30
ATL,2005,OUTDOOR,6,383,7,1/1/05,54.71428571,50
ATL,2006,INDOOR,10,621,13,1/1/06,47.76923077,40
ATL,2006,OUTDOOR,6,379,5,1/1/06,75.8,70
ATL,2007,INDOOR,11,712,13,1/1/07,54.76923077,50
ATL,2007,OUTDOOR,4,208,5,1/1/07,41.6,40
ATL,2007,RETRACTABLE,1,67,0,1/1/07,#DIV/0!,#DIV/0!
ATL,2008,INDOOR,10,600,9,1/1/08,66.66666667,60
ATL,2008,OUTDOOR,6,411,9,1/1/08,45.66666667,40
ATL,2009,INDOOR,9,583,8,1/1/09,72.875,70
ATL,2009,OUTDOOR,6,400,8,1/1/09,50,50
ATL,2009,RETRACTABLE,1,65,3,1/1/09,21.66666667,20
ATL,2010,INDOOR,10,692,8,1/1/10,86.5,80
ATL,2010,OUTDOOR,6,405,4,1/1/10,101.25,100
ATL,2011,INDOOR,9,594,7,1/1/11,84.85714286,80
ATL,2011,OUTDOOR,5,344,5,1/1/11,68.8,60
ATL,2011,RETRACTABLE,2,135,0,1/1/11,#DIV/0!,#DIV/0!
ATL,2012,INDOOR,9,575,5,1/1/12,115,110
ATL,2012,OUTDOOR,6,391,4,1/1/12,97.75,90
ATL,2012,RETRACTABLE,1,55,0,1/1/12,#DIV/0!,#DIV/0!
ATL,2013,INDOOR,9,552,12,1/1/13,46,40
ATL,2013,OUTDOOR,5,310,4,1/1/13,77.5,70
ATL,2013,RETRACTABLE,2,162,1,1/1/13,162,160
ATL,2014,INDOOR,9,585,10,1/1/14,58.5,50
ATL,2014,OUTDOOR,7,450,6,1/1/14,75,70
BAL,2002,INDOOR,2,115,9,1/1/02,12.77777778,10
BAL,2002,OUTDOOR,13,769,25,1/1/02,30.76,30
BAL,2002,RETRACTABLE,1,63,0,1/1/02,#DIV/0!,#DIV/0!
BAL,2003,INDOOR,1,78,5,1/1/03,15.6,10
BAL,2003,OUTDOOR,15,931,32,1/1/03,29.09375,20
BAL,2004,INDOOR,1,71,1,1/1/04,71,70
BAL,2004,OUTDOOR,15,920,25,1/1/04,36.8,30
BAL,2005,INDOOR,1,68,2,1/1/05,34,30
BAL,2005,OUTDOOR,15,988,26,1/1/05,38,30
BAL,2006,INDOOR,1,63,2,1/1/06,31.5,30
BAL,2006,OUTDOOR,15,954,19,1/1/06,50.21052632,50
BAL,2007,OUTDOOR,16,1042,35,1/1/07,29.77142857,20
BAL,2008,OUTDOOR,14,930,23,1/1/08,40.43478261,40
BAL,2008,RETRACTABLE,2,128,5,1/1/08,25.6,20
BAL,2009,INDOOR,1,64,2,1/1/09,32,30
BAL,2009,OUTDOOR,15,950,17,1/1/09,55.88235294,50
BAL,2010,INDOOR,1,57,2,1/1/10,28.5,20
BAL,2010,OUTDOOR,14,899,18,1/1/10,49.94444444,40
BAL,2010,RETRACTABLE,1,62,1,1/1/10,62,60
BAL,2011,INDOOR,1,76,3,1/1/11,25.33333333,20
BAL,2011,OUTDOOR,15,960,21,1/1/11,45.71428571,40
BAL,2012,OUTDOOR,16,1042,14,1/1/12,74.42857143,70
BAL,2013,INDOOR,1,60,1,1/1/13,60,60
BAL,2013,OUTDOOR,15,1030,14,1/1/13,73.57142857,70
BAL,2014,INDOOR,2,114,3,1/1/14,38,30
BAL,2014,OUTDOOR,14,907,14,1/1/14,64.78571429,60
BUF,2002,INDOOR,1,66,2,1/1/02,33,30
BUF,2002,OUTDOOR,14,919,24,1/1/02,38.29166667,30
BUF,2002,RETRACTABLE,1,69,3,1/1/02,23,20
BUF,2003,OUTDOOR,16,980,36,1/1/03,27.22222222,20
BUF,2004,OUTDOOR,16,982,26,1/1/04,37.76923077,30
BUF,2005,INDOOR,1,48,3,1/1/05,16,10
BUF,2005,OUTDOOR,15,882,23,1/1/05,38.34782609,30
BUF,2006,INDOOR,2,107,4,1/1/06,26.75,20
BUF,2006,OUTDOOR,13,730,24,1/1/06,30.41666667,30
BUF,2006,RETRACTABLE,1,61,0,1/1/06,#DIV/0!,#DIV/0!
BUF,2007,OUTDOOR,16,919,20,1/1/07,45.95,40
BUF,2008,INDOOR,1,60,1,1/1/08,60,60
BUF,2008,OUTDOOR,13,801,24,1/1/08,33.375,30
BUF,2008,RETRACTABLE,2,95,8,1/1/08,11.875,10
BUF,2009,INDOOR,1,49,1,1/1/09,49,40
BUF,2009,OUTDOOR,14,812,20,1/1/09,40.6,40
BUF,2009,RETRACTABLE,1,50,3,1/1/09,16.66666667,10
BUF,2010,INDOOR,1,49,5,1/1/10,9.8,0
BUF,2010,OUTDOOR,14,835,27,1/1/10,30.92592593,30
BUF,2010,RETRACTABLE,1,70,1,1/1/10,70,70
BUF,2011,OUTDOOR,14,881,14,1/1/11,62.92857143,60
BUF,2011,RETRACTABLE,2,111,2,1/1/11,55.5,50
BUF,2012,OUTDOOR,13,790,21,1/1/12,37.61904762,30
BUF,2012,RETRACTABLE,3,193,2,1/1/12,96.5,90
BUF,2013,INDOOR,1,68,4,1/1/13,17,10
BUF,2013,OUTDOOR,14,985,24,1/1/13,41.04166667,40
BUF,2013,RETRACTABLE,1,63,4,1/1/13,15.75,10
BUF,2014,INDOOR,1,67,3,1/1/14,22.33333333,20
BUF,2014,OUTDOOR,15,953,19,1/1/14,50.15789474,50
CAR,2002,INDOOR,3,178,3,1/1/02,59.33333333,50
CAR,2002,OUTDOOR,13,782,25,1/1/02,31.28,30
CAR,2003,INDOOR,3,190,7,1/1/03,27.14285714,20
CAR,2003,OUTDOOR,12,760,25,1/1/03,30.4,30
CAR,2003,RETRACTABLE,1,58,1,1/1/03,58,50
CAR,2004,INDOOR,2,139,7,1/1/04,19.85714286,10
CAR,2004,OUTDOOR,14,852,16,1/1/04,53.25,50
CAR,2005,INDOOR,2,123,3,1/1/05,41,40
CAR,2005,OUTDOOR,14,841,20,1/1/05,42.05,40
CAR,2006,INDOOR,3,184,2,1/1/06,92,90
CAR,2006,OUTDOOR,13,810,19,1/1/06,42.63157895,40
CAR,2007,INDOOR,3,174,5,1/1/07,34.8,30
CAR,2007,OUTDOOR,12,750,20,1/1/07,37.5,30
CAR,2007,RETRACTABLE,1,65,0,1/1/07,#DIV/0!,#DIV/0!
CAR,2008,INDOOR,3,181,3,1/1/08,60.33333333,60
CAR,2008,OUTDOOR,13,757,9,1/1/08,84.11111111,80
CAR,2009,INDOOR,2,138,7,1/1/09,19.71428571,10
CAR,2009,OUTDOOR,12,773,14,1/1/09,55.21428571,50
CAR,2009,RETRACTABLE,2,112,2,1/1/09,56,50
CAR,2010,INDOOR,3,160,7,1/1/10,22.85714286,20
CAR,2010,OUTDOOR,13,802,24,1/1/10,33.41666667,30
CAR,2011,INDOOR,2,113,3,1/1/11,37.66666667,30
CAR,2011,OUTDOOR,11,688,9,1/1/11,76.44444444,70
CAR,2011,RETRACTABLE,3,198,1,1/1/11,198,190
CAR,2012,INDOOR,2,137,3,1/1/12,45.66666667,40
CAR,2012,OUTDOOR,14,851,19,1/1/12,44.78947368,40
CAR,2013,INDOOR,3,185,1,1/1/13,185,180
CAR,2013,OUTDOOR,12,747,10,1/1/13,74.7,70
CAR,2013,RETRACTABLE,1,66,1,1/1/13,66,60
CAR,2014,INDOOR,3,197,2,1/1/14,98.5,90
CAR,2014,OUTDOOR,13,864,23,1/1/14,37.56521739,30
CHI,2002,INDOOR,4,228,7,1/1/02,32.57142857,30
CHI,2002,OUTDOOR,12,741,22,1/1/02,33.68181818,30
CHI,2003,INDOOR,3,153,7,1/1/03,21.85714286,20
CHI,2003,OUTDOOR,13,848,18,1/1/03,47.11111111,40
CHI,2004,INDOOR,2,126,3,1/1/04,42,40
CHI,2004,OUTDOOR,14,841,32,1/1/04,26.28125,20
CHI,2005,INDOOR,2,121,4,1/1/05,30.25,30
CHI,2005,OUTDOOR,14,816,28,1/1/05,29.14285714,20
